region,spp,common,flagged
Northeast US Fall,Dasyatis say,bluntnose stingray,FALSE
Northeast US Fall,Decapterus punctatus,round scad,FALSE
Northeast US Fall,Dipturus laevis,barndoor skate,FALSE
Northeast US Fall,Enchelyopus cimbrius,fourbeard rockling,FALSE
Northeast US Fall,Etrumeus teres,round herring,FALSE
Northeast US Fall,Gadus morhua,Atlantic cod,FALSE
Northeast US Fall,Geryon quinquedens,NA,FALSE
Northeast US Fall,Glyptocephalus cynoglossus,witch flounder,FALSE
Northeast US Fall,Gymnura altavela,spiny butterfly ray,FALSE
Northeast US Fall,Helicolenus dactylopterus,blackbelly rosefish,FALSE
Northeast US Fall,Hemitripterus americanus,sea raven,FALSE
Northeast US Fall,Hippoglossoides platessoides,American plaice,FALSE
Northeast US Fall,Hippoglossus hippoglossus,Atlantic halibut,FALSE
Northeast US Fall,Homarus americanus,American lobster,FALSE
Northeast US Fall,Illex illecebrosus,northern shortfin squid,FALSE
Northeast US Fall,Larimus fasciatus,banded drum,FALSE
Northeast US Fall,Leiostomus xanthurus,spot,FALSE
Northeast US Fall,Lepophidium profundorum,fawn cusk-eel,FALSE
Northeast US Fall,Leucoraja erinacea,little skate,FALSE
Northeast US Fall,Leucoraja garmani,rosette skate,FALSE
Northeast US Fall,Leucoraja ocellata,big skate,FALSE
Northeast US Fall,Limanda ferruginea,yellowtail flounder,FALSE
Northeast US Fall,Limanda ferruginea,Yellowtail flounder,FALSE
Northeast US Fall,Limulus polyphemus,horseshoe crab,FALSE
Northeast US Fall,Loligo pealeii,longfin inshore squid,FALSE
Northeast US Fall,Lophius americanus,goosefish,FALSE
Northeast US Fall,Macrouridae,NA,FALSE
Northeast US Fall,Malacoraja senta,smooth skate,FALSE
Northeast US Fall,Melanogrammus aeglefinus,haddock,FALSE
Northeast US Fall,Menticirrhus americanus,southern kingfish,FALSE
Northeast US Fall,Menticirrhus saxatilis,northern kingfish,FALSE
Northeast US Fall,Merluccius albidus,offshore hake,FALSE
Northeast US Fall,Merluccius bilinearis,silver hake,FALSE
Northeast US Fall,Micropogonias undulatus,Atlantic croaker,FALSE
Northeast US Fall,Mustelus canis,smooth dogfish,FALSE
Northeast US Fall,Myctophidae spp.,lanternfishes,FALSE
Northeast US Fall,Myliobatis freminvillei,bullnose ray,FALSE
Northeast US Fall,Myoxocephalus octodecemspinosus,longhorn sculpin,FALSE
Northeast US Fall,Myxine glutinosa,Atlantic hagfish,FALSE
Northeast US Fall,Orthopristis chrysoptera,pigfish,FALSE
Northeast US Fall,Ovalipes ocellatus,lady crab,FALSE
Northeast US Fall,Paralichthys dentatus,summer flounder,FALSE
Northeast US Fall,Paralichthys oblongus,American fourspot flounder,FALSE
Northeast US Fall,Peprilus alepidotus,harvestfish,FALSE
Northeast US Fall,Peprilus tracanthus,butterfish,FALSE
Northeast US Fall,Peprilus triacanthus,American butterfish,FALSE
Northeast US Fall,Peristedion miniatum,armored searobin,FALSE
Northeast US Fall,Phycis chesteri,longfin hake,FALSE
Northeast US Fall,Placopecten magellanicus,sea scallop,FALSE
Northeast US Fall,Pollachius virens,pollock,FALSE
Northeast US Fall,Pomatomus saltatrix,bluefish,FALSE
Northeast US Fall,Prionotus carolinus,northern searobin,FALSE
Northeast US Fall,Prionotus evolans,striped searobin,FALSE
Northeast US Fall,Pseudopleuronectes americanus,blackback,FALSE
Northeast US Fall,Pseudopleuronectes americanus,winter flounder,FALSE
Northeast US Fall,Pseudopleuronectes americanus,Winter flounder,FALSE
Northeast US Fall,Raja eglanteria,clearnose skate,FALSE
Northeast US Fall,Scomber scombrus,Atlantic mackerel,FALSE
Northeast US Fall,Scomberomorus maculatus,Spanish mackerel,FALSE
Northeast US Fall,Scophthalmus aquosus,windowpane,FALSE
Northeast US Fall,Scyliorhinus retifer,chain catshark,FALSE
Northeast US Fall,Sebastes fasciatus,Acadian redfish,FALSE
Northeast US Fall,Sphoeroides maculatus,northern puffer,FALSE
Northeast US Fall,Squalus acanthias,spiny dogfish,FALSE
Northeast US Fall,Squatina dumeril,sand devil,FALSE
Northeast US Fall,Stenotomus chrysops,scup,FALSE
Northeast US Fall,Synodus foetens,inshore lizardfish,FALSE
Northeast US Fall,Tautogolabrus adspersus,cunner,FALSE
Northeast US Fall,Trachurus lathami,rough scad,FALSE
Northeast US Fall,Triglops murrayi,Moustache sculpin,FALSE
Northeast US Fall,Urophycis chuss,red hake,FALSE
Northeast US Fall,Urophycis regia,spotted hake,FALSE
Northeast US Fall,Urophycis tenuis,white hake,FALSE
Northeast US Fall,Zenopsis conchifer,Silvery John dory,FALSE
Northeast US Fall,Zoarces americanus,ocean pout,FALSE
Northeast US Fall,NA,NA,FALSE
Northeast US Spring,Alosa aestivalis,blueback herring,FALSE
Northeast US Spring,Alosa pseudoharengus,alewife,FALSE
Northeast US Spring,Alosa sapidissima,American shad,FALSE
Northeast US Spring,Amblyraja radiata,starry skate,FALSE
Northeast US Spring,Ammodytes dubius,northern sand lance,FALSE
Northeast US Spring,Anarhichas lupus,Atlantic wolffish,FALSE
Northeast US Spring,Anchoa mitchilli,bay anchovy,FALSE
Northeast US Spring,Argentina silus,Atlantic argentine,FALSE
Northeast US Spring,Brevoortia tyrannus,Atlantic menhaden,FALSE
Northeast US Spring,Brosme brosme,cusk,FALSE
Northeast US Spring,Cancer borealis,Jonah crab,FALSE
Northeast US Spring,Cancer irroratus,Atlantic rock crab,FALSE
Northeast US Spring,Centropristis striata,black sea bass,FALSE
Northeast US Spring,Citharichthys arctifrons,Gulf Stream flounder,FALSE
Northeast US Spring,Clupea harengus,Atlantic herring,FALSE
Northeast US Spring,Conger oceanicus,conger eel,FALSE
Northeast US Spring,Crustacea shrimp,crustaceans,FALSE
Northeast US Spring,Cryptacanthodes maculatus,wrymouth,FALSE
Northeast US Spring,Cyclopterus lumpus,lumpfish,FALSE
Northeast US Spring,Cynoscion regalis,weakfish,FALSE
Northeast US Spring,Dipturus laevis,barndoor skate,FALSE
Northeast US Spring,Enchelyopus cimbrius,fourbeard rockling,FALSE
Northeast US Spring,Gadus morhua,Atlantic cod,FALSE
Northeast US Spring,Geryon quinquedens,NA,FALSE
Northeast US Spring,Glyptocephalus cynoglossus,witch flounder,FALSE
Northeast US Spring,Helicolenus dactylopterus,blackbelly rosefish,FALSE
Northeast US Spring,Hemitripterus americanus,sea raven,FALSE
Northeast US Spring,Hippoglossoides platessoides,American plaice,FALSE
Northeast US Spring,Hippoglossus hippoglossus,Atlantic halibut,FALSE
Northeast US Spring,Homarus americanus,American lobster,FALSE
Northeast US Spring,Illex illecebrosus,northern shortfin squid,FALSE
Northeast US Spring,Leiostomus xanthurus,spot,FALSE
Northeast US Spring,Lepophidium profundorum,fawn cusk-eel,FALSE
Northeast US Spring,Leucoraja erinacea,little skate,FALSE
Northeast US Spring,Leucoraja garmani,rosette skate,FALSE
Northeast US Spring,Leucoraja ocellata,big skate,FALSE
Northeast US Spring,Limanda ferruginea,yellowtail flounder,FALSE
Northeast US Spring,Limanda ferruginea,Yellowtail flounder,FALSE
Northeast US Spring,Limulus polyphemus,horseshoe crab,FALSE
Northeast US Spring,Loligo pealeii,longfin inshore squid,FALSE
Northeast US Spring,Lophius americanus,goosefish,FALSE
Northeast US Spring,Macrouridae,NA,FALSE
Northeast US Spring,Malacoraja senta,smooth skate,FALSE
Northeast US Spring,Melanogrammus aeglefinus,haddock,FALSE
Northeast US Spring,Menidia menidia,Atlantic silverside,FALSE
Northeast US Spring,Menticirrhus saxatilis,northern kingfish,FALSE
Northeast US Spring,Merluccius albidus,offshore hake,FALSE
Northeast US Spring,Merluccius bilinearis,silver hake,FALSE
Northeast US Spring,Micropogonias undulatus,Atlantic croaker,FALSE
Northeast US Spring,Morone saxatilis,Striped bass,FALSE
Northeast US Spring,Mustelus canis,smooth dogfish,FALSE
Northeast US Spring,Myctophidae spp.,lanternfishes,FALSE
Northeast US Spring,Myoxocephalus octodecemspinosus,longhorn sculpin,FALSE
Northeast US Spring,Myxine glutinosa,Atlantic hagfish,FALSE
Northeast US Spring,Ophidion marginatum,striped cusk-eel,FALSE
Northeast US Spring,Paralichthys dentatus,summer flounder,FALSE
Northeast US Spring,Paralichthys oblongus,American fourspot flounder,FALSE
Northeast US Spring,Peprilus tracanthus,butterfish,FALSE
Northeast US Spring,Peprilus triacanthus,American butterfish,FALSE
Northeast US Spring,Peristedion miniatum,armored searobin,FALSE
Northeast US Spring,Phycis chesteri,longfin hake,FALSE
Northeast US Spring,Placopecten magellanicus,sea scallop,FALSE
Northeast US Spring,Pollachius virens,pollock,FALSE
Northeast US Spring,Pomatomus saltatrix,bluefish,FALSE
Northeast US Spring,Prionotus carolinus,northern searobin,FALSE
Northeast US Spring,Prionotus evolans,striped searobin,FALSE
Northeast US Spring,Pseudopleuronectes americanus,blackback,FALSE
Northeast US Spring,Pseudopleuronectes americanus,winter flounder,FALSE
Northeast US Spring,Pseudopleuronectes americanus,Winter flounder,FALSE
Northeast US Spring,Raja eglanteria,clearnose skate,FALSE
Northeast US Spring,Scomber scombrus,Atlantic mackerel,FALSE
Northeast US Spring,Scophthalmus aquosus,windowpane,FALSE
Northeast US Spring,Scyliorhinus retifer,chain catshark,FALSE
Northeast US Spring,Sebastes fasciatus,Acadian redfish,FALSE
Northeast US Spring,Squalus acanthias,spiny dogfish,FALSE
Northeast US Spring,Squatina dumeril,sand devil,FALSE
Northeast US Spring,Stenotomus chrysops,scup,FALSE
Northeast US Spring,Tautogolabrus adspersus,cunner,FALSE
Northeast US Spring,Urophycis chuss,red hake,FALSE
Northeast US Spring,Urophycis regia,spotted hake,FALSE
Northeast US Spring,Urophycis tenuis,white hake,FALSE
Northeast US Spring,Zenopsis conchifer,Silvery John dory,FALSE
Northeast US Spring,Zoarces americanus,ocean pout,FALSE
Northeast US Spring,NA,NA,FALSE
Southeast US Fall,Anchoa spp.,anchovy,FALSE
Southeast US Fall,Libinia spp.,spider crabs,FALSE
Southeast US Fall,NA,NA,FALSE
Southeast US Spring,Anchoa spp.,anchovy,FALSE
Southeast US Spring,Libinia spp.,spider crabs,FALSE
Southeast US Spring,NA,NA,FALSE
Southeast US Summer,Anchoa spp.,anchovy,FALSE
Southeast US Summer,Libinia spp.,spider crabs,FALSE
Southeast US Summer,NA,NA,FALSE
West Coast Annual,Acanthephyra curtirostris,peaked shrimp,FALSE
West Coast Annual,Acantholithodes hispidus,spiny lithode crab,FALSE
West Coast Annual,Actinauge verrilli,reticulate anemone,FALSE
West Coast Annual,Actinernus,NA,FALSE
West Coast Annual,Actiniaria spp.,anemones,FALSE
West Coast Annual,Actinoscyphia,NA,FALSE
West Coast Annual,Aequorea,NA,FALSE
West Coast Annual,Agonopsis vulsa,northern spearnose poacher,FALSE
West Coast Annual,Albatrossia pectoralis,giant grenadier,FALSE
West Coast Annual,Allosmerus elongatus,whitebait smelt,FALSE
West Coast Annual,Alosa sapidissima,American shad,FALSE
West Coast Annual,Ampheraster marianus,NA,FALSE
West Coast Annual,Anarrhichthys ocellatus,wolf-eel,FALSE
West Coast Annual,Anisodoris nobilis,Pacific sea-lemon,FALSE
West Coast Annual,Annelida,NA,FALSE
West Coast Annual,Anoplogaster cornuta,Common fangtooth,FALSE
West Coast Annual,Anoplopoma fimbria,sablefish,FALSE
West Coast Annual,Anteliaster,NA,FALSE
West Coast Annual,Anthomastus ritteri,NA,FALSE
West Coast Annual,Anthopleura xanthogrammica,giant green anemone,FALSE
West Coast Annual,Anthoptilum grandiflorum,sea pen,FALSE
West Coast Annual,Antimora microlepis,Finescale mora,FALSE
West Coast Annual,Antipatharia,NA,FALSE
West Coast Annual,Aphrodita,NA,FALSE
West Coast Annual,Apristurus brunneus,brown cat shark,FALSE
West Coast Annual,Apristurus kampae,Longnose catshark,FALSE
West Coast Annual,Argentina sialis,Pacific argentine,FALSE
West Coast Annual,Argyropelecus,NA,FALSE
West Coast Annual,Argyropelecus affinis,Pacific hatchet fish,FALSE
West Coast Annual,Aristostomias scintillans,Shiny loosejaw,FALSE
West Coast Annual,Asterina miniata,NA,FALSE
West Coast Annual,Asteronyx,NA,FALSE
West Coast Annual,Asteronyx longifissus,NA,FALSE
West Coast Annual,Asteronyx loveni,NA,FALSE
West Coast Annual,Asterozoa spp.,sea stars,FALSE
West Coast Annual,Astropecten armatus,spiny sand star,FALSE
West Coast Annual,Astropecten verilli,sea star,FALSE
West Coast Annual,Atheresthes stomias,arrowtooth flounder,FALSE
West Coast Annual,Atolla,NA,FALSE
West Coast Annual,Aurelia,NA,FALSE
West Coast Annual,Avocettina infans,Avocet snipe eel,FALSE
West Coast Annual,Bathyagonus nigripinnis,blackfin poacher,FALSE
West Coast Annual,Bathyagonus pentacanthus,bigeye poacher,FALSE
West Coast Annual,Bathybembix bairdii,NA,FALSE
West Coast Annual,Bathylagidae,NA,FALSE
West Coast Annual,Bathylagus milleri,NA,FALSE
West Coast Annual,Bathylagus pacificus,Slender blacksmelt,FALSE
West Coast Annual,Bathypathes,NA,FALSE
West Coast Annual,Bathyraja spp.,roughtail skate,FALSE
West Coast Annual,Benthalbella dentata,Northern pearleye,FALSE
West Coast Annual,Benthoctopus,NA,FALSE
West Coast Annual,Benthoctopus leioderma,smoothskin octopus,FALSE
West Coast Annual,Berryteuthis magister,magister armhook squid,FALSE
West Coast Annual,Bivalvia spp.,bivalves,FALSE
West Coast Annual,Bothrocara brunneum,Twoline eelpout,FALSE
West Coast Annual,Brachiopoda spp.,brachiopods,FALSE
West Coast Annual,Brisaster,NA,FALSE
West Coast Annual,Brisaster latifrons,sea urchin,FALSE
West Coast Annual,Brisaster townsendi,NA,FALSE
West Coast Annual,Brisingella exilis,NA,FALSE
West Coast Annual,Brissopsis pacifica,NA,FALSE
West Coast Annual,Buccinum,NA,FALSE
West Coast Annual,Calinaticina oldroydii,Oldroyd's Fragile Moon Snail,FALSE
West Coast Annual,Cancer anthonyi,yellow rock crab,FALSE
West Coast Annual,Cancer gracilis,graceful rock crab,FALSE
West Coast Annual,Cancer productus,red rock crab,FALSE
West Coast Annual,Careproctus cypselurus,Falcate snailfish,FALSE
West Coast Annual,Careproctus gilberti,Smalldisk snailfish,FALSE
West Coast Annual,Careproctus melanurus,blacktail snailfish,FALSE
West Coast Annual,Caridea,NA,FALSE
West Coast Annual,Carinariidae,NA,FALSE
West Coast Annual,Ceramaster,NA,FALSE
West Coast Annual,Chauliodus macouni,Pacific viperfish,FALSE
West Coast Annual,Cheiraster dawsoni,sea star,FALSE
West Coast Annual,Chesnonia verrucosa,Warty poacher,FALSE
West Coast Annual,Chilara taylori,spotted cusk-eel,FALSE
West Coast Annual,Chionoecetes bairdi,tanner crab,FALSE
West Coast Annual,Chionoecetes tanneri,grooved Tanner crab,FALSE
West Coast Annual,Chiroteuthis calyx,NA,FALSE
West Coast Annual,Chitonotus pugetensis,roughback sculpin,FALSE
West Coast Annual,Chorilia longipes,longhorn decorator crab,FALSE
West Coast Annual,Chrysaora,NA,FALSE
West Coast Annual,Chrysaora fuscens,NA,FALSE
West Coast Annual,Chrysaora melanaster,NA,FALSE
West Coast Annual,Chrysopathes,NA,FALSE
West Coast Annual,Citharichthys sordidus,Pacific sanddab,FALSE
West Coast Annual,Clupea pallasii,Pacific herring,FALSE
West Coast Annual,Colus,NA,FALSE
West Coast Annual,Corallimorphus,NA,FALSE
West Coast Annual,Coryphaenoides acrolepis,Pacific grenadier,FALSE
West Coast Annual,Coryphaenoides cinereus,Popeye grenadier,FALSE
West Coast Annual,Cottidae spp.,sculpins,FALSE
West Coast Annual,Crangon,NA,FALSE
West Coast Annual,Crangon communis,gray shrimp,FALSE
West Coast Annual,Crossaster borealis,grooved sun star,FALSE
West Coast Annual,Crossaster papposus,common sunstar,FALSE
West Coast Annual,Cryptopeltaster lepidonotus,NA,FALSE
West Coast Annual,Ctenodiscus crispatus,mud star,FALSE
West Coast Annual,Ctenophora,NA,FALSE
West Coast Annual,Cymatogaster aggregata,shiner perch,FALSE
West Coast Annual,Delectopecten vancouverensis,Vancouver scallop,FALSE
West Coast Annual,Dermasterias imbricata,Leather star,FALSE
West Coast Annual,Diaphus theta,California headlightfish,FALSE
West Coast Annual,Diplopteraster multipes,cushion star,FALSE
West Coast Annual,Dipsacaster eximius,NA,FALSE
West Coast Annual,Doryteuthis opalescens,opalescent inshore squid,FALSE
West Coast Annual,Dromalia alexandri,NA,FALSE
West Coast Annual,Elassodiscus caudatus,Blackbelly snailfish,FALSE
West Coast Annual,Embassichthys bathybius,Deep-sea sole,FALSE
West Coast Annual,Engraulis mordax,northern anchovy,FALSE
West Coast Annual,Enophrys taurina,Bull sculpin,FALSE
West Coast Annual,Enteroctopus dofleini,North Pacific giant octopus,FALSE
West Coast Annual,Eopsetta jordani,petrale sole,FALSE
West Coast Annual,Eptatretus deani,black hagfish,FALSE
West Coast Annual,Eptatretus stoutii,Pacific hagfish,FALSE
West Coast Annual,Eualus,NA,FALSE
West Coast Annual,Eualus macropthalmus,bigeye eulid,FALSE
West Coast Annual,Euspira lewisii,NA,FALSE
West Coast Annual,Fish unident.,NA,FALSE
West Coast Annual,Florometra,NA,FALSE
West Coast Annual,Fusitriton oregonensis,Oregon triton,FALSE
West Coast Annual,Gadus chalcogrammus,walleye pollock,FALSE
West Coast Annual,Gadus macrocephalus,Pacific cod,FALSE
West Coast Annual,Galatheidae,NA,FALSE
West Coast Annual,Galeorhinus galeus,tope shark,FALSE
West Coast Annual,Galiteuthis phyllura,NA,FALSE
West Coast Annual,Gastropoda spp.,gastropods,FALSE
West Coast Annual,Genyonemus lineatus,white croaker,FALSE
West Coast Annual,Glyptocephalus zachirus,rex sole,FALSE
West Coast Annual,Gonatopsis borealis,Boreopacific gonate squid,FALSE
West Coast Annual,Gonatus,NA,FALSE
West Coast Annual,Gonatus onyx,clawed armhook squid,FALSE
West Coast Annual,Gorgonacea spp.,soft corals,FALSE
West Coast Annual,Gorgonocephalus eucnemis,basket star,FALSE
West Coast Annual,Graneledone boreopacifica,NA,FALSE
West Coast Annual,Halipteris,NA,FALSE
West Coast Annual,Halocynthia igaboja,bristly tunicate,FALSE
West Coast Annual,Hemilepidotus hemilepidotus,red Irish lord,FALSE
West Coast Annual,Hemilepidotus spinosus,brown Irish lord,FALSE
West Coast Annual,Henricia,NA,FALSE
West Coast Annual,Heterozonias alternatus,sea star,FALSE
West Coast Annual,Hexactinosida spp.,sponge,FALSE
West Coast Annual,Hexagrammos decagrammus,kelp greenling,FALSE
West Coast Annual,Hexanchus griseus,bluntnose sixgill shark,FALSE
West Coast Annual,Hippasteria californica,Californian spiny star,FALSE
West Coast Annual,Hippasteria spinosa,spiny star,FALSE
West Coast Annual,Hippoglossina stomata,Bigmouth flounder,FALSE
West Coast Annual,Hippoglossoides elassodon,flathead sole,FALSE
West Coast Annual,Hippoglossus stenolepis,Pacific halibut,FALSE
West Coast Annual,Histioteuthis heteropsis,NA,FALSE
West Coast Annual,Histioteuthis hoylei,flowervase jewell squid,FALSE
West Coast Annual,Holothuroidea spp.,sea cucumbers,FALSE
West Coast Annual,Hormathiidae spp.,sea anemone,FALSE
West Coast Annual,Hyalonema,NA,FALSE
West Coast Annual,Hydrolagus colliei,spotted ratfish,FALSE
West Coast Annual,Icelinus burchami,Dusky sculpin,FALSE
West Coast Annual,Icelinus filamentosus,threadfin sculpin,FALSE
West Coast Annual,Icelinus fimbriatus,fringed sculpin,FALSE
West Coast Annual,Icichthys lockingtoni,Medusafish,FALSE
West Coast Annual,Idiacanthus antrostomus,Pacific blackdragon,FALSE
West Coast Annual,Invertebrata spp.,invertebrate,FALSE
West Coast Annual,Isopoda spp.,"pill bugs, wood lice and sea slaters",FALSE
West Coast Annual,Isopsetta isolepis,butter sole,FALSE
West Coast Annual,Japetella diaphana,diaphanous pelagic octopod,FALSE
West Coast Annual,Lampanyctus,NA,FALSE
West Coast Annual,Lepidopsetta spp.,rock soles,FALSE
West Coast Annual,Leptocottus armatus,Pacific staghorn sculpin,FALSE
West Coast Annual,Leuroglossus stilbius,California smoothtongue,FALSE
West Coast Annual,Lillipathes,NA,FALSE
West Coast Annual,Liparidae spp.,snailfishes,FALSE
West Coast Annual,Liponema brevicornis,tentacle shedding anemone,FALSE
West Coast Annual,Lithodes couesi,scarlet king crab,FALSE
West Coast Annual,Lophaster furcilliger,NA,FALSE
West Coast Annual,Lophaster vexator,NA,FALSE
West Coast Annual,Lopholithodes foraminatus,brown box crab,FALSE
